668,,,凡间音乐餐厅 面点阿姨,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
669,,,凡间音乐餐厅 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
670,,,滇寨味道 洗碗工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
671,,,滇寨味道 销售,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
672,,,滇寨味道 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
673,,,爱辣屋 理菜师,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
674,,,爱辣屋 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
675,,,传菜员领班,,,西安明海餐饮有限公司,,,西安-雁塔区,,,3-4.5千/月,,,09-27
676,,,子午路张记 面点,,,前程无忧代招聘,,,西安-碑林区,,,3-4.5千/月,,,09-27
677,,,子午路张记 厨工,,,前程无忧代招聘,,,西安-碑林区,,,2-3千/月,,,09-27
678,,,子午路张记 收银员,,,前程无忧代招聘,,,西安-碑林区,,,2-3千/月,,,09-27
679,,,子午路张记 服务员,,,前程无忧代招聘,,,西安-碑林区,,,2-3千/月,,,09-27
680,,,诸葛烤鱼 杀鱼工,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
681,,,诸葛烤鱼 凉菜师,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
682,,,诸葛烤鱼 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
683,,,逸华时代大酒店 厨工,,,前程无忧代招聘,,,西安-碑林区,,,2-3千/月,,,09-27
684,,,逸华时代大酒店 厨房主管,,,前程无忧代招聘,,,西安-碑林区,,,2-3千/月,,,09-27
685,,,西何大酒店  洗碗工,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
686,,,西何大酒店  餐厅服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
687,,,魏记米线 服务员,,,前程无忧代招聘,,,西安-碑林区,,,2-3千/月,,,09-27
688,,,驼耳巷猪蹄坊 打荷,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
689,,,驼耳巷猪蹄坊 凉菜,,,前程无忧代招聘,,,西安-莲湖区,,,4.5-6千/月,,,09-27
690,,,驼耳巷猪蹄坊 收银员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
691,,,骑楼港式餐厅 洗碗工,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
692,,,最成都 厨工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
693,,,蒸面叔叔 杂工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
694,,,蒸面叔叔 店长,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
695,,,长青���� 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
696,,,长青菠菜面 收银员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
697,,,英盛楼泡馍 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
698,,,亿品香粥 传菜生,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
699,,,阳澄湖大闸蟹 业务员,,,前程无忧代招聘,,,西安-雁塔区,,,4.5-6千/月,,,09-27
700,,,锅锅香火锅 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
701,,,小西味京肉夹膜 收银员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
702,,,重庆巴爷香辣鸡煲 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
703,,,丰盛祥泡馍馆 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
704,,,小媳妇热米皮 打杂,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
705,,,粥王府 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,3-4.5千/月,,,09-27
706,,,小郡肝串串 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
707,,,杜家热米皮 厨工,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
708,,,鱼加渔 帮厨,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
709,,,余家凉皮 厨师,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
710,,,余家凉皮 领班,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
711,,,殷荣饮品 商务助理,,,前程无忧代招聘,,,西安-未央区,,,4.5-6千/月,,,09-27
712,,,一擀杖面庄 擀面师,,,前程无忧代招聘,,,西安-未央区,,,3-4.5千/月,,,09-27
713,,,雪冰 吧台,,,前程无忧代招聘,,,西安-新城区,,,3-4.5千/月,,,09-27
714,,,雪冰 收银,,,前程无忧代招聘,,,西安-新城区,,,3-4.5千/月,,,09-27
715,,,薛昌利大米面皮 服务员,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
716,,,许仙酸辣粉 主管,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
717,,,许仙酸辣粉 服务员,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
718,,,小蓉合 厨房大小工,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
719,,,小蓉合 服务员,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
720,,,小郡肝 墩子,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
721,,,小郡肝 收银员,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
722,,,小草大排档 洗碗阿姨,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
723,,,小草大排档 配菜厨师,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
724,,,小草大排档 收银员,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
725,,,小阿妹 服务员,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
726,,,逍遥镇胡辣汤 洗碗工,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
727,,,逍遥镇胡辣汤 后厨中工,,,前程无忧代招聘,,,西安-未央区,,,3-4.5千/月,,,09-27
728,,,香港茶餐厅 服务员,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
729,,,香港茶餐厅 打荷,,,前程无忧代招聘,,,西安-未央区,,,3-4.5千/月,,,09-27
730,,,香港茶餐厅 前厅主管,,,前程无忧代招聘,,,西安-未央区,,,3-4.5千/月,,,09-27
731,,,西林螺蛳粉 服务员,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
732,,,泾阳手擀面 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
733,,,吴家面 后厨,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
734,,,吴家面 服务员,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
735,,,温州海鲜 服务员,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
736,,,味图腾火焰牛排煲 服务员,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
737,,,亭院小厨 砧板,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
738,,,亭院小厨 小吃小工,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
739,,,亭院小厨 主管,,,前程无忧代招聘,,,西安-未央区,,,3-4.5千/月,,,09-27
740,,,亭院小厨 服务员,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
741,,,铁膳牛魔王 储备经理,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
742,,,魏家便利 员工,,,前程无忧代招聘,,,西安-雁塔区,,,2-3千/月,,,09-27
743,,,探炉 小工,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
744,,,探炉 士啤,,,前程无忧代招聘,,,西安-新城区,,,3-4.5千/月,,,09-27
745,,,探炉 客服专员,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
746,,,探炉 收银员,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
747,,,探炉 出品主管,,,前程无忧代招聘,,,西安-新城区,,,4.5-6千/月,,,09-27
748,,,探炉 店长,,,前程无忧代招聘,,,西安-新城区,,,4.5-6千/月,,,09-27
749,,,馋嘴松鼠 店长,,,前程无忧代招聘,,,西安-雁塔区,,,4.5-6千/月,,,09-27
750,,,中国兰州牛肉拉面 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
751,,,孙天才 店长,,,前程无忧代招聘,,,西安-未央区,,,3-4.5千/月,,,09-27
752,,,东关吉祥 后厨工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
753,,,老北京前门烤鸭 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
754,,,蜀山英雄 店长,,,前程无忧代招聘,,,西安-未央区,,,4.5-6千/月,,,09-27
755,,,蒂文斯酒吧 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
756,,,蜀山英雄 服务员,,,前程无忧代招聘,,,西安-未央区,,,4.5-6千/月,,,09-27
757,,,蜀山英雄 领班,,,前程无忧代招聘,,,西安-未央区,,,4.5-6千/月,,,09-27
758,,,尚品麻辣香锅 沾板,,,前程无忧代招聘,,,西安-新城区,,,3-4.5千/月,,,09-27
759,,,尚品麻辣香锅 洗碗工,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
760,,,尚品麻辣香锅 领班,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
761,,,尚品麻辣香锅 服务员,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
762,,,上上签牛肉串串 服务员,,,前程无忧代招聘,,,西安-未央区,,,2-3千/月,,,09-27
763,,,湖南土菜馆 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
764,,,醉春秋 茶艺师,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
765,,,白师傅川菜 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
766,,,迈德思客 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
767,,,周地岐味 后厨杂工,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
768,,,百姓川菜鱼庄 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
769,,,赵亚东腊汁肉 厨房小工,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
770,,,重庆纸包鱼 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,4.5-6千/月,,,09-27
771,,,长安印象 砧板,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
772,,,云老四 后厨操作工,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
773,,,原点肉夹馍 后厨帮工,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
774,,,裕州记忆 服务员,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
775,,,纯手工酸辣粉 勤杂工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
776,,,永丰岐山面 洗碗工,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
777,,,永丰岐山面 面馆厨工,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
778,,,南门葫芦头 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
779,,,小君肝串串香 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
780,,,伊阑香 收银员,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
781,,,伊阑香 学徒工,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
782,,,伊间楼 洗碗工,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
783,,,夜半不二 洗碗工,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
784,,,夜半不二 烧烤师,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
785,,,新友记 炒锅,,,前程无忧代招聘,,,西安-新城区,,,3-4.5千/月,,,09-27
786,,,小赖大排档 洗碗工,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
787,,,小九 员工餐师傅,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
788,,,小九 切配,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
789,,,小九 收银员,,,前程无忧代招聘,,,西安-新城区,,,3-4.5千/月,,,09-27
790,,,小九 主管,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
791,,,小爸爸 收银员,,,前程无忧代招聘,,,西安-新城区,,,2-3千/月,,,09-27
792,,,餐饮部经理,,,陕西金华源实业有限公司,,,西安-高新技术产业开发区,,,6-8千/月,,,09-27
793,,,见习经理（13薪）,,,西安金拱门食品有限公司,,,西安,,,3.5-4千/月,,,09-27
794,,,见习经理（五险一金）,,,西安金拱门食品有限公司,,,西安,,,3.5-4千/月,,,09-27
795,,,大厅形象岗,,,西安曲江妇产医院,,,西安-雁塔区,,,3-4.5千/月,,,09-27
796,,,餐厅见习经理（急招）,,,西安金拱门食品有限公司,,,西安,,,3.5-4千/月,,,09-27
797,,,餐厅经理/店长,,,陕西臻奕乐餐饮管理有限公司,,,西安-雁塔区,,,0.8-1.2万/月,,,09-27
798,,,餐厅助理,,,陕西臻奕乐餐饮管理有限公司,,,西安,,,4-5.5千/月,,,09-27
799,,,杂工,,,西安市未央区大唐教育培训学校,,,西安,,,2-3千/月,,,09-27
800,,,鱼化寨急聘送餐员10名8000管住,,,蜂鸟饿了么配送西安公司,,,西安,,,0.8-1万/月,,,09-27
801,,,急聘送餐员8000管住+配车,,,蜂鸟饿了么配送西安公司,,,西安,,,0.8-1万/月,,,09-27
802,,,服务员3000包食宿,,,西安汉神百货有限公司,,,西安-经济技术开发区,,,3-4.5千/月,,,09-27
803,,,服务员/店员/检票员（大明宫店）,,,西安曲江太平洋影业有限公司,,,西安-新城区,,,2.5-3.5千/月,,,09-27
804,,,上班自由招聘送餐员,,,定边县久�鲱Ｋ纪�络科技有限公司,,,西安-雁塔区,,,0.8-1万/月,,,09-27
805,,,裱花师,,,西安米旗食品有限公司,,,西安,,,3-4.5千/月,,,09-27
806,,,裱花主管,,,西安米旗食品有限公司,,,西安-雁塔区,,,4.5-6千/月,,,09-27
807,,,湘约爨厨 洗碗工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
808,,,湘约爨厨 部长,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
809,,,比格自助披萨 收银员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
810,,,取餐送餐操作简单易上手,,,定边县久�鲱Ｋ纪�络科技有限公司,,,西安-未央区,,,0.8-1万/月,,,09-27
811,,,全包月八千招送餐员领导好1,,,定边县久�鲱Ｋ纪�络科技有限公司,,,西安-莲湖区,,,0.8-1万/月,,,09-27
812,,,吃住车全包月八千招送餐员,,,定边县久�鲱Ｋ纪�络科技有限公司,,,西安-未央区,,,0.8-1万/月,,,09-27
813,,,海中鲜酒楼 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
814,,,永信伊牛羊肉泡馍 洗碗工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
815,,,张老坎儿麻辣烫 收银员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
816,,,川普串小郡肝串串 洗碗工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
817,,,私房菜粥饼店 配菜员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
818,,,卡其多蛋糕 学徒,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
819,,,一一面馆 洗碗工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
820,,,家富足道 厨师,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
821,,,杨记隆府 门迎,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
822,,,杨记隆府 洗碗工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
823,,,杨记隆府 收银员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
824,,,小郡肝砂锅串串 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
825,,,叁月叁 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
826,,,食客蛋炒饭 洗碗工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
827,,,阿慧餐馆 杂工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
828,,,月休4天招聘送餐员提供住宿,,,定边县久�鲱Ｋ纪�络科技有限公司,,,西安,,,0.8-1万/月,,,09-27
829,,,小郡肝串串香 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
830,,,苏湘缘 收银员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
831,,,金马鸡汤刀削面 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
832,,,津禾缘 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
833,,,老台门 钟点工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
834,,,黄山臭桂鱼 服务员,,,前程无忧代招聘,,,西安-高新技术产业开发区,,,3-4.5千/月,,,09-27
835,,,嘹得美蜀香味道 服务员,,,前程无忧代招聘,,,西安-高新技术产业开发区,,,3-4.5千/月,,,09-27
836,,,华兴蛋糕 蛋糕裱花师,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
837,,,华兴蛋糕 学徒工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
838,,,竹根香烤肉 暑假工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
839,,,郑家丸子烩菜 后厨工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
840,,,郑家丸子烩菜 收银员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
841,,,味你好汉中菜 领班,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
842,,,味你好汉中菜 砧板,,,前程无忧代招聘,,,西安-雁塔区,,,2-3千/月,,,09-27
843,,,春发芽 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
844,,,大闹火锅 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
845,,,喜宝串串火锅 ***,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
846,,,锅上飘自助涮烤 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
847,,,大胡子抓饭王 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
848,,,赵家腊汁肉 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
849,,,鞋柜 店长,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
850,,,久久鸭脖 储备店长,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
851,,,张军擀面皮 后厨师傅,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
852,,,客斯丁 收银员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
853,,,成都川菜馆 长期工,,,前程无忧代招聘,,,西安-雁塔区,,,1.5-2千/月,,,09-27
854,,,西米音乐餐厅 炒菜师傅,,,前程无忧代招聘,,,西安-雁塔区,,,4.5-6千/月,,,09-27
855,,,蓝调时光 切配工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
856,,,蓝调时光 店长,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
857,,,小郡肝串串香 配菜,,,前程无忧代招聘,,,西安-雁塔区,,,2-3千/月,,,09-27
858,,,北京老胡同烤鸭 主管,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
859,,,家的味道 早点工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
860,,,苏福记 运餐具,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
861,,,苏福记 楼杂,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
862,,,苏福记 收银,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
863,,,苏福记 部长,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
864,,,中国重庆老版火锅 门迎,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
865,,,中国重庆老版火锅 传菜员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
866,,,中国重庆老版火锅 前厅主管,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
867,,,如家酒店 传菜员,,,前程无忧代招聘,,,西安-雁塔区,,,2-3千/月,,,09-27
868,,,客全来包 后厨,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
869,,,巴串串老火锅 配菜工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
870,,,陕南食府 打荷,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
871,,,陕南食府 传菜生,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
872,,,陕南食府 店总,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
873,,,湖南土菜 公卫,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
874,,,湖南土菜 传菜员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
875,,,湖南土菜 主管,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
876,,,抚小鲜 油碗工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
877,,,抚小鲜 杀鱼工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
878,,,抚小鲜 洗碗工,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
879,,,抚小鲜 传菜员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
880,,,抚小鲜 厨师长,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
881,,,抚小鲜 店长,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
882,,,传菜员/服务员/咨客门迎,,,西安明海餐饮有限公司,,,西安-雁塔区,,,2-3千/月,,,09-27
883,,,贵喻轩热米皮 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
884,,,华莱士炸鸡堡 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
885,,,小竹签烤肉海鲜烤鱼,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
886,,,全城站点直招送餐员管住1,,,定边县久�鲱Ｋ纪�络科技有限公司,,,西安-长安区,,,0.8-1万/月,,,09-27
887,,,小郡肝火锅串串 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
888,,,巴先生特色烧烤,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
889,,,水盆羊肉 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
890,,,小厨家宴 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
891,,,一口香饺子 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
892,,,聚异楼 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
893,,,小竹签烤肉 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
894,,,煎饼楼 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
895,,,人民食堂湘橱 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
896,,,唐沣食街 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
897,,,东关肉夹馍 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,4.5-6千/月,,,09-27
898,,,biangbiang面 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
899,,,老陕biangbiang面 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
900,,,好运来营养快餐 钟点工,,,前程无忧代招聘,,,西安-雁塔区,,,2-3千/月,,,09-27
901,,,舌尖上的牛肉面 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
902,,,秦之祥老碗烩菜 服务员,,,前程无忧代招聘,,,西安-雁塔区,,,3-4.5千/月,,,09-27
903,,,坊上马泡馍 洗碗工,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
904,,,重庆小面 杂工,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
905,,,炒面洋芋叉叉 钟点工,,,前程无忧代招聘,,,西安-莲湖区,,,1.5-2千/月,,,09-27
906,,,转角小厨 包子工,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
907,,,老潼关肉夹馍 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
908,,,金马鸡汤刀削面 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
909,,,阿朗龙虾 洗碗工,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
910,,,万老头私房菜 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
911,,,韵山湘菜换 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
912,,,江川米线 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
913,,,宜品汤包 包子工,,,前程无忧代招聘,,,西安-莲湖区,,,3-4.5千/月,,,09-27
914,,,岐山面 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
915,,,山城烧鸡公鱼庄 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
916,,,煎饼屋 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
917,,,柳州螺丝粉 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
918,,,串串火锅 服务员,,,前程无忧代招聘,,,西安-莲湖区,,,2-3千/月,,,09-27
